-1,22,9,16,13
2,-1,4,2,3
-1,0,0,35,0
2,-1,4,8,3
0,5,4,2,4
0,1,1,2,1
2,-1,4,8,3
-1,0,0,36,0
0,5,4,2,4
2,2,3,4,2
0,1,1,4,1
-1,0,0,11,0
0,5,4,2,4
3,10,5,2,0
2,2,3,4,2
2,2,3,4,2
2,2,3,4,2
-1,0,0,37,0
2,2,3,4,2
-1,0,0,38,0
5,8,5,18,8
3,2,10,2,3
-1,0,0,39,0
0,5,4,2,4
2,2,3,4,2
0,1,1,2,1
2,23,4,1,3
2,15,4,2,6
0,1,1,2,1
-1,18,5,6,7
-1,18,5,6,7
3,2,10,2,3
-1,0,0,31,0
-1,0,0,40,0
0,5,4,2,4
4,2,6,2,6
2,9,7,16,3
-1,0,0,41,0
5,24,4,18,8
0,5,4,2,4
0,5,4,2,4
-1,0,0,42,0
4,2,11,43,3
-1,0,0,6,0
-1,0,0,6,0
3,17,0,16,11
2,9,7,16,3
2,2,3,4,2
-1,18,5,6,7
-1,0,0,44,0
-1,0,0,34,0
-1,0,0,34,0
-1,0,0,34,0
-1,0,0,34,0
-1,0,0,2,0
-1,0,0,34,0
2,-1,4,2,4
1,3,5,6,3
2,-1,4,8,3
2,-1,4,2,4
2,15,4,2,6
0,5,4,2,4
2,9,7,16,3
-1,0,0,2,0
0,5,4,2,4
-1,0,0,45,0
-1,0,0,46,0
2,9,7,16,3
0,25,12,27,3
2,9,7,16,3
4,11,4,16,9
-1,0,0,47,0
0,26,5,2,3
3,4,4,2,2
4,11,4,16,9
2,9,7,16,3
-1,0,0,48,0
0,5,4,2,4
-1,0,0,2,0
3,10,5,2,0
-1,22,9,16,13
2,9,7,16,3
0,5,4,2,4
-1,22,9,16,13
0,25,12,2,3
2,2,3,4,2
4,2,11,49,3
2,2,3,4,2
2,2,3,4,2
2,9,7,16,3
2,2,3,4,2
2,2,3,4,2
2,2,3,4,2
0,5,4,2,4
3,10,5,2,0
3,4,4,2,2
0,5,4,2,4
2,9,7,16,3
2,9,7,16,3
2,-1,4,2,3
2,-1,4,2,3
0,5,4,2,4
2,2,3,4,2
3,4,4,2,2
3,2,10,2,3
-1,0,0,50,0
0,25,12,27,3
1,3,5,6,3
5,16,4,27,8
-1,22,9,16,13
-1,0,0,51,0
4,2,11,43,3
0,5,4,2,4
3,10,5,2,0
-1,0,0,31,0
2,12,4,21,3
2,2,3,4,2
0,5,4,2,4
2,-1,4,8,3
0,5,4,2,4
-1,0,0,52,0
2,2,3,4,2
2,2,3,4,2
3,10,5,2,0
0,27,4,2,2
3,4,4,2,2
2,2,3,4,2
3,10,5,2,0
-1,0,0,53,0
3,28,4,54,12
2,2,3,4,2
0,5,4,2,4
-1,0,0,55,0
3,10,5,2,0
1,3,5,6,3
2,9,7,16,3
2,12,4,21,3
0,5,4,2,4
-1,0,0,56,0
-1,0,0,57,0
4,2,11,58,3
0,25,12,2,3
5,13,5,25,8
0,5,4,2,4
1,2,2,28,2
-1,0,0,59,0
3,28,4,54,12
-1,22,9,16,13
0,1,1,2,1
0,5,4,2,4
2,2,3,4,2
1,3,5,6,3
0,1,1,2,1
1,3,5,6,3
2,2,3,4,2
1,2,2,60,2
0,1,1,2,1
3,10,5,2,0
-1,0,0,19,0
6,14,-1,16,10
0,5,4,2,4
-1,0,0,61,0
0,5,4,2,4
2,9,7,16,3
-1,0,0,62,0
2,2,3,4,2
2,2,3,4,2
3,28,4,5,12
3,10,5,2,0
2,-1,4,2,3
-1,0,0,11,0
0,1,1,2,1
2,-1,4,2,3
3,10,5,2,0
3,28,4,5,12
0,5,4,2,4
0,5,4,2,4
-1,0,0,63,0
2,-1,4,8,3
-1,0,0,2,0
0,5,4,2,4
0,5,4,2,4
2,-1,4,2,3
1,3,5,6,3
2,2,3,4,2
0,5,4,2,4
4,2,11,64,3
0,27,4,2,2
3,4,4,2,2
2,2,3,4,2
-1,0,0,65,0
-1,0,0,66,0
0,5,4,2,4
0,1,1,2,1
2,7,0,16,7
-1,0,0,17,0
1,3,5,6,3
0,5,4,67,4
-1,0,0,6,0
1,3,5,6,3
0,5,4,2,4
0,5,4,2,4
0,5,4,2,4
2,-1,4,2,3
-1,0,0,68,0
2,-1,4,2,3
2,-1,4,2,3
3,2,10,2,3
2,-1,4,8,3
0,5,4,2,4
2,2,3,4,2
2,-1,4,2,3
2,-1,4,2,3
0,5,4,2,4
0,1,1,2,1
0,5,4,2,4
2,-1,4,2,3
3,28,4,17,12
3,28,4,17,12
2,2,3,4,2
2,-1,4,2,3
2,9,7,16,3
2,9,7,16,3
1,3,5,6,3
2,-1,4,2,3
1,3,5,6,3
-1,0,0,69,0
0,5,4,2,4
2,-1,4,2,3
-1,0,0,70,0
0,5,4,2,4
4,2,11,49,3
0,5,4,2,4
2,-1,4,2,3
2,-1,4,8,3
2,-1,4,2,4
2,-1,4,2,3
-1,0,0,71,0
2,19,8,2,12
-1,0,0,2,0
-1,22,9,2,13
4,11,4,16,9
0,5,4,2,4
2,2,3,4,2
2,-1,4,2,3
0,25,12,2,3
2,15,4,2,6
2,-1,4,2,3
2,-1,4,2,3
3,2,10,2,3
-1,0,0,34,0
-1,0,0,36,0
-1,0,0,34,0
-1,0,0,72,0
-1,0,0,6,0
3,4,4,2,2
3,10,5,2,0
0,27,4,2,2
2,2,3,4,2
-1,0,0,73,0
2,2,3,4,2
0,5,4,2,4
-1,0,0,68,0
-1,0,0,74,0
0,5,4,2,4
-1,0,0,23,0
-1,0,0,75,0
-1,0,0,23,0
-1,0,0,23,0
-1,0,0,23,0
2,2,3,4,2
-1,0,0,23,0
-1,0,0,76,0
-1,0,0,77,0
-1,18,5,6,7
-1,0,0,78,0
-1,0,0,2,0
2,-1,4,2,3
3,17,0,16,11
-1,22,9,16,13
4,2,6,2,6
-1,0,0,11,0
2,2,2,2,5
-1,0,0,79,0
5,8,5,80,8
0,5,4,2,4
5,24,4,80,8
-1,29,7,16,14
2,-1,4,2,3
-1,0,0,81,0
2,2,3,4,2
-1,0,0,53,0
4,11,4,16,9
0,1,1,4,1
2,15,4,2,6
0,5,4,2,4
0,5,4,12,4
0,5,4,2,4
2,2,3,4,2
2,15,4,2,6
-1,18,5,6,7
-1,0,0,82,0
0,1,1,4,1
-1,22,9,2,13
-1,0,0,83,0
2,9,7,16,3
0,25,12,27,3
0,5,4,2,4
-1,0,0,84,0
1,2,2,85,2
2,2,3,4,2
1,2,2,26,2
0,5,4,2,4
-1,0,0,86,0
0,5,4,2,4
2,-1,4,2,3
2,19,8,2,12
-1,0,0,87,0
-1,18,5,6,7
-1,18,5,6,7
2,2,3,4,2
0,5,4,2,4
1,2,2,26,2
6,14,-1,16,10
3,2,10,2,3
2,-1,4,2,3
-1,0,0,88,0
0,5,4,2,4
0,5,4,2,4
2,9,7,16,3
3,4,4,2,2
0,5,4,2,4
2,-1,4,8,3
0,5,4,2,4
-1,0,0,89,0
2,9,7,16,3
-1,0,0,90,0
1,2,2,85,2
2,2,3,4,2
2,-1,4,8,3
-1,18,5,6,7
-1,18,5,6,7
-1,0,0,19,0
0,5,4,2,4
-1,0,0,89,0
2,2,3,4,2
0,1,1,2,1
2,9,7,16,3
1,2,2,60,2
2,15,4,2,6
0,1,1,2,1
2,2,3,4,2
2,-1,4,8,3
2,-1,4,8,3
2,-1,4,2,3
2,2,3,4,2
3,4,4,2,2
0,27,4,2,2
-1,0,0,91,0
-1,0,0,92,0
0,1,1,2,1
4,2,11,58,3
2,-1,4,2,3
0,25,12,4,3
3,4,4,2,2
2,-1,4,8,3
2,-1,4,2,3
0,5,4,2,4
-1,0,0,93,0
-1,0,0,1,0
2,2,6,2,2
2,2,3,4,2
2,12,4,21,3
0,5,4,2,4
-1,0,0,91,0
-1,0,0,94,0
2,9,7,16,3
0,25,12,2,3
0,30,4,2,2
-1,0,0,95,0
0,5,4,2,4
3,28,4,53,12
0,5,4,2,4
3,28,4,53,12
0,5,4,2,4
-1,18,5,6,7
-1,18,5,6,7
0,5,4,2,4
0,1,1,2,1
2,12,4,21,3
3,10,5,2,0
0,5,4,2,4
0,5,4,2,4
2,2,3,4,2
-1,0,0,11,0
2,2,3,4,2
0,1,1,2,1
2,2,3,4,2
-1,0,0,11,0
2,2,3,4,2
0,5,4,2,4
2,-1,4,2,3
0,1,1,96,1
2,-1,4,2,3
2,9,7,16,3
0,1,1,2,1
-1,0,0,97,0
-1,0,0,98,0
0,5,4,2,4
-1,0,0,99,0
3,10,5,2,0
2,-1,4,2,3
2,-1,4,2,3
2,9,7,16,3
2,9,7,16,3
-1,0,0,100,0
2,-1,4,8,3
-1,0,0,1,0
1,3,5,6,3
-1,0,0,101,0
0,5,4,2,4
2,-1,4,8,3
2,9,7,16,3
-1,22,9,2,13
0,1,1,2,1
2,15,4,2,6
1,3,5,6,3
2,2,3,4,2
0,1,1,2,1
2,9,7,16,3
0,5,4,2,4
0,1,1,2,1
4,2,11,43,3
2,-1,4,8,3
2,9,7,16,3
2,-1,4,2,3
2,15,4,2,6
4,11,4,16,9
2,15,4,2,6
4,11,4,16,9
2,15,4,2,6
2,2,3,4,2
-1,0,0,102,0
0,5,4,2,4
2,-1,4,2,3
-1,0,0,103,0
2,2,3,4,2
0,5,4,2,4
0,5,4,2,4
2,2,3,4,2
-1,0,0,104,0
0,27,4,2,2
-1,0,0,91,0
-1,0,0,105,0
0,5,4,2,4
0,5,4,2,4
0,5,4,2,4
0,30,4,2,2
2,31,0,16,5
1,3,5,6,3
0,5,4,2,4
0,1,1,2,1
-1,0,0,106,0
0,1,1,2,1
3,4,4,2,2
0,5,4,2,4
2,2,3,4,2
2,15,4,2,6
0,5,4,2,4
1,3,5,6,3
0,5,4,2,4
-1,0,0,6,0
0,5,4,2,4
0,1,1,2,1
2,12,4,21,3
0,5,4,2,4
2,12,4,21,3
3,10,5,2,0
-1,0,0,107,0
0,1,1,2,1
3,2,10,2,3
1,3,5,6,3
-1,7,0,16,7
0,1,1,2,1
2,2,3,4,2
2,-1,4,8,3
2,2,3,4,2
4,2,11,64,3
2,2,6,2,2
0,5,4,2,4
0,5,4,2,4
0,5,4,2,4
2,2,3,4,2
0,5,4,2,4
0,5,4,2,4
2,15,4,2,6
2,2,3,4,2
-1,0,0,33,0
2,15,4,2,6
2,-1,4,2,3
2,9,7,16,3
0,5,4,2,4
2,-1,4,8,3
2,-1,4,8,3
2,-1,4,8,3
2,-1,4,8,3
2,-1,4,8,3
2,-1,4,2,3
4,32,4,108,9
-1,0,0,30,0
2,-1,4,8,3
-1,22,9,16,13
-1,0,0,109,0
-1,0,0,68,0
2,-1,4,8,3
2,-1,4,2,3
0,1,1,2,1
-1,0,0,67,0
2,-1,4,2,3
0,5,4,2,4
-1,0,0,110,0
-1,0,0,111,0
2,2,3,4,2
0,5,4,2,4
-1,22,9,112,13
1,2,2,28,2
2,9,7,16,3
2,9,7,16,3
-1,0,0,5,0
-1,0,0,113,0
0,5,4,2,4
2,9,7,16,3
-1,0,0,9,0
0,5,4,2,4
3,10,5,2,0
0,5,4,2,4
2,-1,4,8,3
-1,0,0,114,0
0,1,1,2,1
0,5,4,2,4
0,5,4,2,4
-1,0,0,6,0
-1,0,0,88,0
-1,0,0,115,0
-1,0,0,9,0
4,6,4,2,2
0,5,4,2,4
0,1,1,2,1
0,5,4,2,4
2,7,0,16,7
4,11,4,16,9
4,2,11,64,3
-1,0,0,23,0
-1,0,0,31,0
0,5,4,2,4
3,10,5,2,0
-1,0,0,109,0
2,2,3,4,2
0,25,12,2,3
0,5,4,2,4
-1,0,0,6,0
0,5,4,2,4
0,1,1,2,1
2,12,4,21,3
2,12,4,21,3
2,-1,4,8,3
-1,18,5,6,7
-1,18,5,6,7
0,5,4,2,4
0,1,1,2,1
-1,0,0,2,0
2,2,3,4,2
2,9,7,16,3
2,9,7,16,3
0,5,4,2,4
0,27,4,2,2
0,1,1,2,1
0,5,4,2,4
-1,18,5,6,7
-1,0,0,116,0
-1,18,5,6,7
-1,0,0,97,0
2,2,3,4,2
-1,0,0,117,0
2,15,4,2,6
3,4,4,2,2
0,1,1,2,1
2,2,3,4,2
-1,0,0,118,0
-1,0,0,34,0
-1,0,0,23,0
-1,0,0,119,0
-1,0,0,34,0
-1,0,0,34,0
-1,0,0,120,0
-1,22,9,16,13
0,5,4,2,4
3,4,4,2,2
3,10,5,2,0
0,1,1,4,1
-1,0,0,104,0
0,1,1,2,1
-1,0,0,34,0
0,25,12,27,3
2,9,7,16,3
2,15,4,2,6
-1,22,9,16,13
1,3,5,6,3
0,5,4,2,4
2,2,3,4,2
2,-1,4,2,3
0,5,4,2,4
-1,0,0,121,0
2,2,3,4,2
2,-1,4,2,3
2,9,7,16,3
2,-1,4,8,3
3,21,4,18,7
2,-1,4,8,3
0,5,4,2,4
0,5,4,2,4
2,-1,4,8,3
2,2,3,4,2
0,5,4,2,4
3,10,5,2,0
-1,18,5,6,7
-1,0,0,122,0
0,5,4,2,4
3,21,4,18,7
3,10,5,2,0
4,6,4,12,2
0,5,4,2,4
2,-1,4,2,3
2,-1,4,2,3
-1,0,0,122,0
0,5,4,2,4
2,-1,4,2,3
2,9,7,16,3
2,-1,4,2,3
2,-1,4,2,3
2,2,3,4,2
2,2,3,4,2
2,-1,4,2,3
2,2,3,4,2
2,2,3,4,2
2,-1,4,2,3
2,2,3,4,2
0,25,12,2,3
2,9,7,16,3
4,2,6,2,6
-1,0,0,76,0
-1,0,0,35,0
2,-1,4,2,3
3,10,5,2,0
-1,22,9,16,13
-1,22,9,16,13
-1,22,9,16,13
-1,22,9,16,13
0,5,4,2,4
2,-1,4,2,4
2,9,7,16,3
-1,0,0,123,0
2,2,3,4,2
2,9,7,16,3
0,5,4,2,4
-1,22,9,16,13
-1,22,9,16,13
-1,22,9,16,13
0,5,4,2,4
-1,22,9,16,13
2,2,3,4,2
-1,22,9,16,13
-1,22,9,16,13
2,19,8,2,12
2,-1,4,2,3
2,9,7,16,3
1,2,2,3,2
3,4,4,2,2
2,15,4,2,6
2,9,7,16,3
2,-1,4,8,3
-1,0,0,2,0
4,2,6,2,6
0,5,4,2,4
2,15,4,2,6
2,-1,4,2,3
1,3,5,6,3
2,-1,4,2,3
2,-1,4,2,3
0,5,4,2,4
0,1,1,2,1
2,-1,4,2,3
2,2,3,4,2
2,-1,4,2,3
0,2,2,2,5
2,-1,4,8,3
2,2,3,4,2
3,4,4,2,2
2,-1,4,8,3
4,2,11,49,3
-1,0,0,124,0
-1,0,0,125,0
-1,22,9,16,13
-1,22,9,16,13
2,12,4,21,3
2,12,4,21,3
2,-1,4,8,3
2,2,3,4,2
2,-1,4,8,3
0,5,4,2,4
0,5,4,2,4
-1,0,0,34,0
-1,0,0,34,0
-1,0,0,34,0
2,7,0,16,7
-1,0,0,34,0
-1,0,0,126,0
-1,0,0,34,0
2,-1,4,2,3
2,2,3,4,2
0,5,4,2,4
-1,0,0,127,0
2,2,3,4,2
-1,0,0,128,0
3,4,4,2,2
0,5,4,2,4
0,5,4,2,4
2,-1,4,8,3
2,2,3,4,2
-1,0,0,129,0
-1,0,0,130,0
2,2,3,2,3
2,2,3,2,3
3,10,5,2,7
0,5,4,4,4
2,-1,4,8,3
2,-1,4,8,3
2,9,7,16,3
-1,0,0,31,0
-1,0,0,31,0
3,17,0,16,11
0,5,4,2,4
4,2,11,49,3
0,5,4,2,4
0,5,4,2,4
-1,0,0,131,0
4,2,11,64,3
0,1,1,2,1
-1,22,9,16,13
2,-1,4,2,3
2,-1,4,8,3
-1,0,0,23,0
2,2,3,4,2
2,-1,4,2,3
-1,0,0,23,0
-1,0,0,132,0
0,5,4,2,4
-1,0,0,133,0
2,2,3,4,2
4,2,6,2,6
2,12,4,21,3
-1,0,0,6,0
-1,0,0,134,0
2,2,3,4,2
2,-1,4,2,3
0,1,1,2,1
5,33,4,135,8
0,1,1,2,1
-1,0,0,11,0
3,4,4,2,2
2,-1,4,2,3
2,15,4,2,6
2,15,4,2,6
1,3,5,6,3
5,13,5,25,8
0,5,4,2,4
-1,0,0,136,0
-1,22,9,16,13
-1,0,0,137,0
-1,0,0,138,0
-1,0,0,139,0
-1,0,0,34,0
-1,0,0,34,0
2,-1,4,2,3
0,5,4,2,4
2,-1,4,2,3
0,27,4,2,2
2,2,3,4,2
2,2,3,4,2
0,5,4,2,4
2,2,3,4,2
0,5,4,2,4
0,5,4,2,4
4,11,4,16,9
0,5,4,2,4
0,5,4,2,4
-1,0,0,140,0
-1,0,0,95,0
3,10,5,2,0
2,-1,4,8,3
2,-1,4,8,3
2,19,8,2,12
2,15,4,2,6
2,-1,4,8,3
-1,0,0,31,0
0,5,4,2,4
-1,0,0,141,0
2,34,4,2,2
0,5,4,2,4
2,2,3,4,2
-1,0,0,142,0
3,4,4,2,2
-1,0,0,143,0
6,14,-1,16,10
2,-1,4,2,3
2,-1,4,2,3
2,-1,4,2,3
2,-1,4,2,3
2,2,3,4,2
-1,0,0,19,0
-1,0,0,11,0
-1,0,0,53,0
-1,0,0,144,0
-1,0,0,145,0
-1,0,0,46,0
-1,18,5,6,7
-1,18,5,6,7
2,-1,4,2,3
-1,0,0,23,0
-1,7,0,16,7
2,2,3,4,2
2,19,8,2,12
3,4,4,2,2
0,5,4,2,4
2,-1,4,8,3
2,-1,4,8,3
2,-1,4,8,3
3,4,4,2,2
2,-1,4,2,3
2,-1,4,8,3
2,-1,4,8,3
2,-1,4,8,3
0,5,4,2,4
0,5,4,2,4
-1,22,9,2,13
-1,22,9,2,13
0,5,4,2,4
1,2,2,26,2
2,19,8,2,12
-1,22,9,2,13
1,3,5,6,3
-1,0,0,146,0
0,5,4,2,4
0,5,4,2,4
3,2,10,2,3
0,5,4,2,4
4,2,6,2,6
0,2,2,2,5
4,6,4,2,2
2,-1,4,8,3
4,2,6,2,6
3,2,10,2,3
5,35,4,25,2
3,10,5,2,0
-1,0,0,91,0
-1,0,0,1,0
1,3,5,6,3
0,5,4,2,4
-1,0,0,53,0
2,2,3,4,2
3,36,4,2,12
3,36,4,2,12
1,2,2,60,2
2,2,3,4,2
0,1,1,4,1
-1,0,0,147,0
2,2,3,4,2
2,15,4,2,6
-1,18,5,6,7
0,1,1,4,1
0,1,1,2,1
-1,0,0,148,0
2,-1,4,8,3
-1,7,0,16,7
2,9,7,16,3
2,-1,4,2,3
2,2,3,4,2
2,-1,4,8,3
2,2,3,4,2
3,4,4,2,2
2,2,3,4,2
2,9,7,16,3
4,11,4,16,9
3,2,10,2,3
4,11,4,16,9
0,5,4,2,4
2,9,7,16,3
3,10,5,2,0
3,17,0,16,11
2,9,7,16,3
0,5,4,2,4
0,5,4,2,4
-1,18,5,6,7
-1,18,5,6,7
2,2,2,2,5
-1,18,5,6,7
0,1,1,2,1
2,-1,4,8,3
2,-1,4,2,3
-1,0,0,149,0
2,-1,4,8,3
0,5,4,2,4
2,-1,4,8,3
2,-1,4,8,3
2,-1,4,2,3
-1,0,0,150,0
-1,0,0,151,0
0,1,1,2,1
-1,0,0,152,0
3,37,1,2,3
0,5,4,2,4
-1,18,5,6,7
-1,18,5,6,7
2,-1,4,2,3
2,2,3,4,2
0,5,4,2,4
2,9,7,16,3
2,9,7,16,3
0,5,4,2,4
0,5,4,2,4
-1,0,0,153,0
0,2,2,2,5
-1,0,0,23,0
0,1,1,4,1
2,2,2,2,5
2,2,3,4,2
0,5,4,2,4
0,1,1,2,1
2,-1,4,8,3
2,-1,4,2,3
2,-1,4,8,3
0,1,1,4,1
2,-1,4,8,3
2,-1,4,2,4
0,1,1,2,1
2,2,3,4,2
2,2,3,4,2
2,-1,4,2,3
5,13,5,25,8
0,5,4,2,4
0,5,4,2,4
0,5,4,2,4
2,9,7,16,3
0,27,4,2,2
3,4,4,2,2
0,1,1,2,1
0,1,1,2,1
2,20,5,2,2
0,1,1,2,1
5,16,4,27,8
2,9,7,16,3
-1,0,0,154,0
1,3,5,6,3
-1,0,0,5,0
0,5,4,2,4
0,1,1,4,1
0,38,1,2,2
-1,0,0,155,0
2,-1,4,2,3
3,10,5,2,0
2,-1,4,2,3
2,2,3,4,2
-1,0,0,68,0
2,-1,4,2,3
2,-1,4,2,4
2,2,3,4,2
2,2,3,4,2
-1,0,0,156,0
1,3,5,6,3
-1,0,0,157,0
1,3,5,6,3
2,2,3,4,2
2,2,3,4,2
0,5,4,2,4
2,2,3,4,2
2,15,4,2,6
3,21,4,18,7
2,9,7,16,3
2,2,3,4,2
3,21,4,18,7
-1,0,0,31,0
-1,0,0,158,0
-1,22,9,16,13
-1,0,0,159,0
2,2,3,4,2
-1,0,0,44,0
2,-1,4,8,3
0,1,1,2,1
0,5,4,2,4
2,19,8,2,12
-1,0,0,160,0
3,10,5,2,0
0,2,2,2,5
-1,0,0,161,0
-1,0,0,162,0
5,13,5,25,8
-1,22,9,16,13
-1,18,5,6,7
2,-1,4,8,3
-1,0,0,163,0
2,2,3,4,2
2,2,3,4,2
2,-1,4,8,3
2,9,7,16,3
2,9,7,16,3
-1,0,0,164,0
2,15,4,165,6
0,5,4,2,4
-1,18,5,6,7
-1,0,0,166,0
0,5,4,2,4
5,13,5,25,8
0,1,1,96,1
-1,0,0,1,0
2,9,7,16,3
3,28,4,167,12
3,28,4,167,12
-1,22,9,16,13
2,-1,4,2,3
0,5,4,2,4
0,5,4,2,4
0,1,1,4,1
-1,0,0,168,0
0,1,1,2,1
2,9,7,16,3
-1,0,0,169,0
0,5,4,2,4
-1,0,0,98,0
2,2,3,4,2
-1,22,9,16,13
0,5,4,2,4
2,15,4,2,6
0,39,5,170,7
0,25,12,27,3
0,1,1,2,1
0,5,4,2,4
2,2,3,4,2
-1,0,0,171,0
6,14,-1,16,10
2,2,3,4,2
0,1,1,96,1
2,2,3,4,2
0,5,4,2,4
2,12,4,21,3
-1,0,0,53,0
4,2,11,49,3
1,2,2,26,2
2,-1,4,2,3
5,13,5,25,8
-1,0,0,113,0
2,2,3,4,2
0,1,1,2,1
1,2,2,3,2
-1,0,0,1,0
0,5,4,2,4
1,3,5,6,3
2,19,8,2,12
0,1,1,2,1
6,14,-1,16,10
5,16,4,27,8
2,2,3,4,2
5,16,4,27,8
1,3,5,6,3
6,14,-1,16,10
0,5,4,2,4
3,40,0,172,0
0,5,4,2,4
3,40,0,135,0
-1,0,0,37,0
0,5,4,2,4
-1,0,0,173,0
0,25,12,2,3
3,2,10,2,3
2,9,7,16,3
2,2,2,2,5
-1,0,0,31,0
3,4,4,2,2
2,2,3,4,2
3,4,4,2,2
0,5,4,2,4
-1,0,0,24,0
0,5,4,2,4
0,1,1,2,1
-1,0,0,23,0
2,2,3,4,2
1,3,5,6,3
1,3,5,6,3
0,5,4,2,4
2,2,3,4,2
3,40,0,174,0
-1,0,0,140,0
2,2,3,4,2
3,10,5,2,0
3,10,5,2,0
3,37,1,2,0
0,27,4,2,2
2,-1,4,8,3
0,1,1,2,1
0,5,4,2,4
-1,0,0,55,0
-1,0,0,31,0
3,21,4,18,7
4,2,11,58,3
-1,0,0,31,0
3,21,4,18,7
3,2,10,2,3
0,2,10,2,3
2,2,3,4,2
3,17,0,174,11
4,2,11,43,3
-1,0,0,175,0
4,2,11,49,3
2,2,3,4,2
2,2,3,4,2
-1,0,0,176,0
3,17,0,135,11
-1,0,0,177,0
2,15,4,2,6
-1,22,9,16,13
-1,22,9,16,13
-1,22,9,16,13
-1,22,9,16,13
0,5,4,2,4
-1,22,9,16,13
-1,22,9,16,13
-1,22,9,16,13
2,2,3,4,2
2,15,4,2,6
-1,22,9,16,13
-1,22,9,16,13
-1,22,9,16,13
2,-1,4,8,3
3,10,5,2,0
-1,0,0,169,0
2,-1,4,2,3
2,2,3,4,2
2,-1,4,2,3
2,-1,4,2,3
0,5,4,96,4
2,-1,4,8,3
2,-1,4,2,3
2,-1,4,2,3
-1,0,0,178,0
2,2,3,4,2
-1,0,0,179,0
0,5,4,2,4
3,10,5,2,0
4,41,4,4,2
-1,0,0,180,0
1,3,5,6,3
-1,0,0,181,0
2,-1,4,2,3
0,5,4,2,4
-1,0,0,31,0
-1,7,0,16,7
0,5,4,2,4
0,5,4,2,4
3,10,5,2,0
2,15,4,2,6
0,5,4,2,4
2,9,7,16,3
0,5,4,2,4
2,15,4,2,6
2,2,3,4,2
0,1,1,2,1
2,2,3,4,2
2,-1,4,8,3
4,2,11,58,3
0,5,4,2,4
2,-1,4,8,3
2,-1,4,2,3
-1,0,0,182,0
-1,0,0,171,0
